app_id,app_name,review_text,review_score,review_votes,sarcasm_label
10,Counter-Strike,"This game is not only the best game of the fps gender ever made but it is also the best game ever PERIOD. It is literally hundreds of games in one. You can drive cars, fly helicopters, fly planes, fly tie fighters, shoot lasers, play volleyball, play soccer, play football, play hide and go seek, ride bicycles, play dodgeball, immerse yourself in the warcraft world, be a superhero, be a surfer, be a rock climber. Oh yeah, you could also be a terrorist or counter-terrorist and plant/defuse bombs on dust 1 or dust 2. There are other maps but you don't really discover them until 10,000 hours in. But once you do it opens you up to a whole new world of wonders. This game gets a 10/10. The only games that compete are other version of counter-strike, Team Fortress Classic, and Day of Defeat. I would give it an 11/10 but there are no killstreaks.",1,0,1
10,Counter-Strike,Bought this game on sale for 3 bucks. Never thought I would go back outside again. 69/10,1,0,1
10,Counter-Strike,The years have mold this game very nicely for the past 14 years this game has gone down as the FPS that started the series off with bang this game has everything from tatical game play to zombie infection modes. The game is made for all the FPS junkies out there its 14 yrs old but still puts smiles on all the gamers faces as they play this forever great series of games from the gaben overlord all hail the valve group for giving us this amazing game!!!!!!!!!!!!!!!!!!!!,1,0,1
10,Counter-Strike,"I have wasted my life on this game, They might as well call it cocaine-strike with how addictive it is. I would strongly recommend getting this game",1,0,1
10,Counter-Strike,If you haven't played it yet your not really a gamer!,1,0,1
10,Counter-Strike,You Kill Someone They Die.   You Get Killed You Die.  Heart breaking story,1,0,1
10,Counter-Strike,This game is for nabs,1,0,1
10,Counter-Strike,"Potatoes have skin, I have skin, therefore i am a potato",1,0,1
10,Counter-Strike,"No Classes, Bad Level design, no fish AI. It's horrible.  11/10, srsly buy it, its better than Call of â™¥â™¥â™¥â™¥â™¥â™¥ Money Stealing â™¥â™¥â™¥â™¥â™¥â™¥â™¥s Modern Season Pass.  It's the father of todays fps(grandfather being the quake and doom games) and it's still fun.",1,0,1
10,Counter-Strike,"Not B + R Friendly. Came for the dusters, stayed for the rats.   11/10",1,0,1
10,Counter-Strike,pew pew hip fire headshot best competitive fps ever made bar none 11/10,1,0,1
10,Counter-Strike,I Got shot in the foot and died 10\10 For Realism,1,0,1
10,Counter-Strike,Learnt russian because of this game 999999/10 -ign,1,0,1
10,Counter-Strike,"good game, awesome with the wallbangin'",1,0,1
10,Counter-Strike,"Meaning of life is not there, purely to get distracted and not more.",1,0,1
10,Counter-Strike,:D WOW. its so F***ing old game. I mean every body is just counter GO now. but i still love this game and love its bugs.,1,0,1
10,Counter-Strike,"99,9% of the players cheat. I recommend this game for cheating since VAC sucks. :)",1,0,1
10,Counter-Strike,"The best game in the world at one time. But now, it's time to admit that other, newer games have taken its spot. There's little reason to play the original CS other than for historical curiosity.",-1,0,0
10,Counter-Strike,"shrek is love, shrek is life",1,1,1
10,Counter-Strike,11/10 would get func_vehicled again,1,0,1
10,Counter-Strike,"This game is the best FPS Classic Game i've ever played, If you still don't have it you're not alive :D",1,0,1
10,Counter-Strike,I wasted my life in this game. Still no regrets.,1,0,1
10,Counter-Strike,10/10 Fire in the Hole Simulator,1,0,1
10,Counter-Strike,omg this game has the best graphics ever 69/10,1,0,1
10,Counter-Strike,good game apart from the [CENSORED]ing[CENSORED],1,0,1
10,Counter-Strike,2 minutes of silence for all the deaths in de_dust2,1,0,1
10,Counter-Strike,Lets get butt naked and wrastle,1,0,1
10,Counter-Strike,joins a jail break server full of people who don't speak english 10/10,1,0,1
10,Counter-Strike,I have no clue what to do.  11/10,1,0,1
10,Counter-Strike,Riot shield OP as [CENSORED] 32/9,1,0,1
305280,Cakewalk Loop Manager,piece of crap,-1,1,0
457710,Road Madness,"This game might of been a fun little game, if not for two major flaws in it. One is the lack of content, having only six levels in it as far as I am aware. The other is all the bugs and glitches in it, like how the minigun is virtually useless as you seemingly outpace your own bulllets almost immediately and how if you click to restart the level quickly your car glitches in such a way that you become glued the starting line.  I don't recommend this game.",-1,0,0
46270,Star Wolves,"Seemed like it'd be great, but it just wasn't fun. It's really hard to do anything and the game is so slow.",-1,0,0
251990,Long Live The Queen,too short no choice to choose much,-1,0,0
485700,,"  Just... don't bother playing this game in its current form.  -Game consists purely out of small platforms, which is already pretty annoying in general for first person platforming games but these platforms are also very slippery and you can glide very easily off the edges without being able to jump.   -No visual cues for any moving object in the world (Atleast for how far I got)  -Jumping is mapped to releasing the space button!!! (Unlike literally every first person game ever for a good reason) The problem with this is that your controls feel very delayed which is not okay in a platforming game.  -Game is buggy. Some bugs I encountered: Camera not attached to player and not being able to interact with collectable objects.  ",-1,0,0
304190,Bloonz Toonz,"Very very bland game...  There is very little to do in this game, I have seen way better games for cheaper. Simply find words in a bloon filled game and thats it. The music can get really irritating quickly. There is no Trading Cards, Achievements so no need to actually waste time trying to achieve something, the leaderboards are also empty as no one has played this game, and seeing as the content is near nothing, I can't blame people.",-1,1,0
17300,,you have to lots of messing around with files if you have a 64 bit operating system THIS PRODUCT IS NOT FIT FOR PURPOSE,-1,0,0
12130,Manhunt,WHY CANT I GET IT TO WORK???!!,-1,0,0
335120,Serpent in the Staglands,"Firstly, everything that you've read about this games opacity and difficulty is true. I never played Darklands, it's 'spiritual predecessor', but just about every other 16bit classic I have - including Ultima VII again, only recently.   I liked: The setting, character and the writing of the game. At times knowing or literate or funny, and at others merely enjoyably silly. It felt like the strongest part of the game. I like the 'feel' of the low magic (even if it's less exciting to play, and it is.) The skills system is clever and would probably reward more play than I'm prepared to put into this game.  So what did I bounce off, given that list of positives? This game still feels very much like an alpha build, rushed to publishers demands, and incomplete. The feedback in the world is at times non-existent. I spent HOURS trying to figure out where a particular well was(a quest was pointing me at it.) in the first town. No text cues at all, you're meant to see a tiny altered graphic on the screen, and it clearly isn't MEANT to be obscure. Just one example, but that felt typical of the play experience. The load times are just horrendous, and indicative of ineffecient coding and design - oh, and you'll be seeing the gratingly amateurish death and load screens a lot, almost as much as you'll be playing. This is as the combat is brutal and unforgiving, unknowingly encounter enemies for the first time and die. Again and again and again, till you start learning what the games systems. And BUGS. BUGS everywhere! sometimes game stopping. You can read about them all elsewhere.  I find that now I just don't care enough, certainly not enough to have paid Â£15 to be a beta tester on a game. I am already sick of the game's flaws.  There's much to admire about this game and its creation, but unfortunately not as much to enjoy.",-1,1,0
361620,True Bliss,.... i cant move dots properly...they dont respond well to mouse... not playing anymore...money waste :(,-1,0,0
37280,Wedding Dash 2: Rings Around the World,I love this game but was disappointed when playing it. I don't think it was worth $10. The game itself is a little glitchy and is constantly quitting unexpectedly on me.,-1,0,0
292420,Panzer Elite Action Fields of Glory,"This is a pack of two games (Panzer Elite Action 'Dunes of War' and 'Fields of Glory') with lots of potential but excuted poorly in several ways. First, the Tiger tanks are rendered without their turrets in both games. I can't believe that wasn't caught in their quality checks. Second, the tank physics in several missions is like more like a beach ball than a multi-ton armored vehicle. If a tank from your squad runs into you, your tank is bounced off the ground or spun around like a beach ball. In one mission I was bounced into a mine field and blew up. In the D-Day mission, the Sherman rolls over easily at the slightest slope of beach. Third, the tank treads are not animated. Let me also summarize every mission: Shoot waves of enemy tanks. Expect anti-tank guns to ambush you around every corner. Find health. Find ammo. Repeat endlessly. If you are looking for strategy or variation this is not your game. Gameplay gets really tedious, especially in Dunes of War. It becomes a question of 'Can I find health?' not 'How can I out-think my enemy?' It's a shame really because the graphics are not bad. The voice actors are pretty good. The historical vignettes with old movie footage are pretty good too. Gameplay is OK. There are no on-screen instructions in Dunes of War so play Fields of Glory first so you learn the keyboard commands. I am still looking for that magic, amazing, well-conceived tank game you can play over and over. This is not it.",-1,1,0
396480,Battlevoid: Harbinger,This game really seems to focus on a lot of game play to get anywhere. Getting experience is the ony way to get ships. Going to ask for my money back.,-1,0,0
374450,Cheats 4 Hire,"Was not very engaging, very easy and and content is lacking, for 6 NZD it's not worth",-1,1,0
22370,Fallout 3 - Game of the Year Edition,"This is one of the very best games ever made with one critical flaw: If you are purchasing this and attempting to run it on Windows 7 64 bit, you'll never be able to get it to work. Bethesda refuses to patch the game to work properly with this environment and Steam doesn't offer any help to get it running other than user feedback. It's a waste of money. Just purchase this for a console and you're better off. I'm severely disappointed that I have to go to so much trouble just to try, and still fail at getting this game to work on my computer. I do recommed playing this game, but not via Steam.",-1,0,0
221640,Super Hexagon,"Tis a good game but alas, I cannot play it. my eyes and/or brain cannot handle the process of the flashy lights and swirly-ness of the game.",-1,1,0
214150,Galactic Civilizations I: Ultimate Edition,keeps crashing,-1,0,0
218820,Mercenary Kings,"Thought it would be like Metal Slug, but for PC, as the graphics looked very similar and the gameplay in the trailers looked interesting.  It was not like Metal Slug. There were too many design flaws to count, overcomplicated mechanics, and downright boring and repetitive gameplay.",-1,0,0
348710,,"Did I enjoy playing this game? YES. Can I recommend it to anyone? NOT REALLY, especially if you consider that insanely high price!  Trying to keep pros and cons simple:  + Brings back a lot of memories. I love Saint Seiya (or CDZ, how we call it in Brazil) since I was very little. That was my first anime, really, and it's basically as old as as I am.  + One of the game modes lets you run through the same fights as in the original anime and there's really a trip down the memory lane. Amazing! - But if you're unfamiliar with Saint Seiya, don't even bother. The story goes by so fast in this game you won't understand a thing.  + It's a decent fighting game... - But very, very simple. And once you learn how to   master Shun's long-ranged chains--Heavy, Heavy, Heavy Explosive, run to the enemy, charge cosmo, rinse and repeat--,   the game is yours.  + The VO in Brazilian Portuguese is AWESOME! They managed to gather the same people from when the anime was dubbed about 2 decades ago. That's really this game's   high point  . - But the written translation really sucks. The dubbers managed to fix a few of the mistakes (even though it's not their job), but I expected perfect QA from such an expensive game. Even if forgive tons of punctuation and spelling errors, the translators didn't seem to have even bothered to research how the names of characters and special moves were originally translated.  + There are lots of stuff (cloths, assist phrases, music, figurines etc) to unlock... - And, although most of them are fun to collect, a few of them are insanely grindy.  + You can also play online against other people... - At least in theory, because I could never find a match. Online seems a lot more dead than dead characters in Saint Seiya =p  + Graphics are very loyal to the series and the moves are very pretty to watch, especially Big Bang Attacks - But the polygons overlapping, series of lazy repeated animations and other issues makes this game look a lot older than it is.   Final words:  All in all, this game is decent enough to play if you're a die-hard fan of Saint Seiya and if you don't consider that crazy price tag. Would I get this again if I had the chance to rethink (I bought it when it was 66% off, btw... that should've been the full price)? Probably, but only because I'm really a huge fan.  If you're still thinking of buying it, you probably love the series as much as I do, so go ahead. But keep in mind that this is just a money grab game. Shut up and take my money--rekindling old memories feels really good sometimes ;)",-1,1,0
24410,Crusaders: Thy Kingdom Come,"Game does not work on my new computer, game did not work on my old computer. I have gotten no help from the game company when I reached out.",-1,0,0
432280,,"  BattleStorm isn't really bad, it's just very average. The campaign is just a bunch of levels with nothing really linking them together and the levels themselves are pretty mindless. The thing that I dislike most about the game is that every level starts you over in terms of powerup and it makes the start of every level really dull. There's nothing that really brings the game together. But like I said, it's not bad, it's just not good either.",-1,1,0
25910,Supreme Ruler 2020: Gold,"[Edited first two paragraphs for clarification.] I will not write a complete review, there are enough of those here. I will not rant, either. I have played the game and I like the concept; the complexity, micro-managing and pace are fine by me (except you either get declared war on by everybody immediately or nothing happens at all). When I started playing it, I had fun.  However, I cannot, in good conscience, recommend this game for a very simple reason: It's incomplete and has several hefty issues with elements that are vital to the gameplay (AI and performance), and thus borders on a scam; at the very least, it reflects poorly on BattleGoat's business ethics.  This game (main game and addon) was supposed to receive additional attention after release, adding several more features (including a fallout/radioactivity and an environmental impact system). The game did indeed receive several content updates and additional features but, sadly, BattleGoat abandoned the game before the addition and/or revision of several critical features, leaving the game with a stupid AI, pretty damn buggy and, worst of all, content incomplete (which shows - there are buildings, designs, research that are completely pointless because the corresponding parts of the game were never implemented).  I therefore recommend that you avoid this game (and other games from BattleGoat) at all cost. This game is basically a polished Alpha and if the devs couldn't be bothered to finish this game, even after people already bought it, they are not worth your attention. Business practices like that should not be condoned or supported, so think twice before you buy from them - There may very well be a better, finished game out there.     EDIT: Since one of the devs commented on this 'review' (and my full response doesn't fit in a single comment), I will add his statement and my response to it to the 'review' itself.   chrisahl [developer] wrote:  'Many statements in this review are completely false. The game received multiple updates for approximately 18 months after release of the core game including the life cycle of the expansion pack. The game is no buggy, it is one of the most stable titles on the market. I'll hold it up to anything else out there. Features such as radioactive fallout where never promised and many never promised features were added. The content was also completed with multiple campaigns and scenarios. The tech tree is complete containing hundreds of technologies to research. Unit designs are all buildable and as usable as their specs warrant.'     I don't know what game you're talking about, Chris, but it's not this game.   I played it a lot more than my record says, and there are few games that have crashed so often on me as this one (which is why I eventually stopped playing when you guys announced that you were moving on - it got to the point where it was simply not enjoyable because the game became more unstable [and lost a lot of performance] as the world progressed and units were built). And that happened pretty much in every session because, of course, you need an army to get stuff done. For what it sets out to do, the game is not nearly optimized enough - and that's not great but we can chalk that up to a lack of experience if we want to be nice about it. That, however, does not apply to the crashes. Those are bugs (unless you want to call it a feature?) and gamebreaking bugs that are left in the game at the end of its lifecycle (which is technically not over since Steam allows you to still make some sales) are not exactly a sign of good business ethics.  As for fallout and environment: You can say they weren't 'promised', great. And I realize that I implied that you didn't add anything to the game (which I have rectified), which is unfair. But it still doesn't reflect positively on the development team when they obviously intended to implement it, put in some elements (and adjusted tooltips to hint at this feature and tell the player what he'd need this building or that research for), then decided 'Oooh, lets do this, this and this first' instead of delivering on what was already halfway done and, finally, announced that they were done with the game when there were still a lot of loose ends. The least you can do is go through it and remove the redundant content.  Yes, that would have been extra work for you guys when you were eager to create your Cold War version of this, but it would have been at least an attempt at making it look like you were sorry about it.  (As for the other things you mentioned [campaigns, tech tree, units]... Well, I don't really know why you did. I didn't put their existence into doubt and their being there doesn't change that some other features simply did not receive enough attention.)",-1,1,0
431330,Dungeons Are Random,"Just submitted a refund request. Would have stuck with this if it was in Early Access. I love the genre of RPG Roguelikes, as this type of game happens to be my favorite. I've never found myself having to figure out button mappings and being one hit killed at full health on so many different occasions. I read the sign and it didn't say anything about 'Y' on the controller being the interact button for Enchanters. I was looking forward to playing this game and have been checking the store for it everyday up until it came out to see if the Dev said anything. It's just simply not finished and I wish there was any sort of mention as to whether or not there will be any further updates anywhere on the store page because I can't seem to find one. I understand one hit kills and everything after having played games like Spelunky and Nuclear Throne and games of the like, but this is absurdly unplayable. I'll keep checking back in on it to see how it does because I really wanted to have another game to constantly do runs and level characters in. It's not the time waster that I was hoping for. All negatives aside, the game is charming in its artstyle and could be really fun with a little more polish.  EDIT: Good on the dev for adding the interaction button to the list of commands so soon after this review was written.",-1,1,0
334300,Fake Colours,"The puzzle aspect seems quite decent - however it's kinda grating to play the thing...  Issues: The game does a spinny-camera intro to EVERY level - it can be sped-up a bit but not skipped - why!? There's no Undo - in a game which focusses on finding the best/shortest route to the end - I gave up getting 100%'s almost as soon as I realised that.  Otherwise it's fine but there's too much 'spinny/twinkly' stuff and not enough time spent making it playable IMO - ditch the spinny thing, add an Undo and we can talk again...  p.s. if UNDO is too much work, just reducing the 'move count' if you move a piece immediate back the way it came would be better than what's happening now. It's a puzzle, not a twitch movement game?",-1,0,0
287580,Pandora: First Contact,Got to be the worst alpha centari wanna be ive come accross.,-1,1,0
385600,Heavy Fire: Shattered Spear,"Laughably bad, no control configuration options, unintuitive menu system. Feels like a game from y2k.",-1,0,0
70640,Worms,Terrible performance. Don't buy this.,-1,1,0
3700,Sniper Elite,"Moving around in this game, is like sliding around on ice. This is the worst character movement control I have ever experienced. COMPLETELY ruins this game for me. You press to move forward... your character slllllloooooooowwwwwwly starts to move... You go to turn, he turns sideways, but continues to move in the direcdtion he was running... now running sideways. You let go the W key to stop... he keeps running... takes about 50 feet to stop. This alone ruined this game for me. Already uninstalled it,... Moving on the ES 2. (bought the trilogy for 16 bux...) so I don't feel I wasted too much money on the first one, just wasted 2 hours is all. Oh, and you don't do a lot of sniping in this game. Mostly just 'shooting' at mobs that are charging at you.",-1,0,0
320820,Toren,"Toren is very short, only about 2 hours. Graphically it is unimpressive, but aesthetically neat. The story is interesting but ultimitaley shallow. Gameplay is even more shallow. You can move, jump, look, and attack/interact. You can only attack at certain points in the game. During 'dream' sequences you usually just have to avoid the enemies. Also there are only two enemies (three if you count a stag you see), which makes the one minor enemy that much more annoying.  The game suffers from some minor glitches. Nothing game breaking.  The best part of the game is the music. If you're at all interested in the game get it on a sale.",-1,0,0
299440,Rooks Keep,"NO simply NO! crappy controlles, anoying sound and borring gameplay. absolut waste of money!",-1,1,0
365310,,"English ----------------------------------------------------------------------------------- This game had everything to be good, but leaves the whole concept of old-school nes-style sink like the Titanic.  The controls are horrible. Try to use the concept of Retro game, but the gameplay is horrible.  To leave the game in a tiny resolution? The sound is horrible. The joystick does not work, at least in NES I used the joystick.  Even a child who is learning how to make games can do better.  My opinion. Do not buy this game.   PortuguÃªs BR --------------------------------------------------------- Este jogo tinha tudo para ser bom, mas deixa todo o conceito de old-school nes-style afundar igual o Titanic.  Os controles sÃ£o horrÃ­veis. Tenta usar o conceito de Jogo Retro, mas a jogabilidade Ã© horrivel.   Para que deixar o jogo em uma resoluÃ§Ã£o minuscula? O Som Ã© horrivel. O joystick nÃ£o funciona, pelo menos no NES eu usava o joystick.  AtÃ© mesmo uma crianÃ§a que estÃ¡ aprendendo a fazer jogos consegue fazer algo melhor.  Minha opiniÃ£o. NÃ£o compre este jogo.",-1,0,1
502910,The Return Home Remastered,"I bought the game last week, game wasn't properly published (thus unplayable) until I had a chat with Steam Support. That said, here's the review after the game became playable.  The Return Home is a game about a rabbit thrown out of its home by lizards for an inexplicable reason and now the rabbit's after revenge.  From the time I've spent playing the game, I'd say you can beat this game in about 20 minutes or less. The first half of the game is you just running around on a fetch quest, the second half is a sketchy FPS against the shoddy AI lizards you spent the first half running away from, after which the game just ends out of the blue.  The graphics are okay and it's always neat to see some cel-shading. However, several problems arise with broken lighting and other visual effects, causing significant performance lag, especially on the second half of the game.  The in-game music is mostly just a semi-repetitive beat akin to certain tracks from the Serious Sam games. The cutscene music is excessively loud in comparison. You can't skip the cutscenes and the options only become available after entering the game itself.  In short, despite its low price tag, the game is not currently in a state you'd get much bang for your buck. It'd probably last you longer than a candy bar, but the aftertaste isn't as pleasant. Don't get it.  Also, what's up with that completely empty 'About' button in the main menu?",-1,1,1
33760,Amelia Earhart,"I bought this game mainly due to the subject matter. Although, they may have took some liberties with the story, it really does follow along quite well with history, for beginners. The game is very short though and I was hoping for more history to be involved with the game. The graphics are pretty standerd of most HOG. The puzzle were excessively easy though, but I actually did enjoy the hidden object scenes as they were a bit more challenging then most HOG's I have played.   I can't give this a thumbs up however as it just needed some more story as well as the puzzles were way too easy. As far as the subject matter there is a bit to learn if you haven't read or seen much about Earhart. Otherwise nothing is new news to be sure as I have watched documentaries about the findings on the island in question many years ago but we still haven't had definitive answers yet. I give the game a 5/10 moslty because I'm glad someone did a HOG on an interesting historical person and mystery and also the HOG part of the game was a nice challenge.",-1,0,0
397190,Sengoku Jidai: Shadow of the Shogun,"Too basic overall. For the price, there just isn't enough content.",-1,1,0
282350,NBA 2K15,This Game is horrible for PC. It will not pass the load screen.,-1,0,0
36320,,Just don't bother. Screamingly dull. And that's just the first 5 minutes.,-1,1,0
431460,Midnight,"Music seems ok (if you like piano), graphics are decent, but UI (user interface) is not. You gotta find for yourself how to reset/restart/quit level, no pause menu, or at least can't find it yet.  It would be 'great' to see some key mappings in options menÃº at least, or simply getting some advise at first time playin telling us how to restart or quit game, cause ESC does nothing...  Game itself is quite slow, just tryal and error. Maybe some kind of reward would help keep playin this game.  Tested on Linux, game launched without problem.",-1,0,0
307340,Platypus,Clay is cool. But there are much better shooters out there.,-1,1,0
365050,Escape,"The hitboxes are off, there is absolutely no sound or music, and above all, the controls are crap. What I mean is, every single time there is a platform that I can't immediately land on by jumping, I have to do this awkward 'corner jump'in order to actually get on it.",-1,1,0
12690,Hunting Unlimited 2010,This game truly sucks!!! I couldn't beleive it was from 2010. Seemed like it was from 1990.,-1,0,0
263640,CDF Ghostship,"Although the game idea is great, the ai for some of the enemies is horrible. Its a frequent thing to see monsters get stuck runing into walls, and not turning around to fight you, even when you walk up behind them. AI need to be optimized before this game can be recomended",-1,0,0
287020,Harvester,"Harvester is a clunky, irritating mess that feels like its just barely held together by string and scotch tape. Combat is especially horrid. I believe the devs were trying to make their game intentionally cheesy, but it turned out unintentionally so as well. There are much better titles from the FMV era to try.",-1,0,1
485650,Campaign Clicker,it crashes when launched,-1,1,0
471630,Rexodus: A VR Story Experience,"Graphics are nice, I like the setting, but head tracking (HTC VIVE) is a total mess.  Visuals do not precisely reflect the head movement and this is not a hardware tracking issue. When close to border of play area, Chaperone is visible and reacts correctly to the movement. One can clearly see that the game graphics move different than Chaperone. Same can be tested with Steam menu overlay. This is the first VR experience where I feel dizziness by looking around.   Frame rate is fine (Core I7 3770K, GTX980). Also it looks that the translation/scaling of movement is not ok, means the movement distance in reality is differnt from what is shown in VR. I would definetely not demo this experience in the current state. Hope this gets improved.",-1,0,0
397640,Nulldrifters,weres the refunds,-1,1,0
7610,Railroad Tycoon 3,wont run on anything after win vista,-1,0,0
492600,Ridge,no fun at all ..... looked good ....played ok.....but nothing really to it.... if on sale for $2 then buy .... empty world fighting balls of light .... its not ruthless its pretty lame. ,-1,1,0
270170,Depression Quest,"This game's purpose was to raise awareness on what depression felt like to those who didn't suffer from it; which it did, but all too well. I personally did not think I was depressed, but after playing this game I had slight hesitations in my head: 'Am I actually depressed?'  It delivered it's purpose all too much, with the very detailed information and sound. It felt too real, and really made me think in the character's perspective. At the same time, I was disappointed every time when I couldn't click on the crossed out option, which is obviously the option for those who aren't depressed. It seemed as though although I wanted to take the more cheery option, it was out of my reach and ended up having to take another option which I felt wasn't my first option.   While this game is completely successful in it's purpose, I will not recommend this game even to those who are not depressed just for the fact that it could affect your life negatively, and is not worth any positive points that could be taken from this game.",-1,0,0
249680,Marlow Briggs,guess why this game is so cheap ?,-1,0,0
386900,The Cat Machine,"The puzzles are cool. The cat theme is ok. The game is not very long. The music and soundeffects are horrible.  I recommend the game to people who like puzzles, but... ...it's not worth 9,99â‚¬ (maybe half)",-1,0,0
70620,Worms Crazy Golf,If you buy this game only buy it if its 50 cents or 99 cents because this is a game you only would really want to play while waiting for something. You could honestly play a very similar version of this somewhere for free on the internet.,-1,1,0
332330,PixelJunkâ„¢ Shooter Ultimate,I'll be happy to change my review to positive when they add online co-op.,-1,1,0
367710,Afterlife Empire,"The best thing I can say about this game is that the price is appropriate.  There's nothing particularly wrong with the game, it's just uninspired. It's mildly entertaining in a simple sort of way. If it were a mobile game, I might play it on the bus.   The graphis are meh, the music is meh, the sound effects are meh, the gameplay is meh. It's all just meh.   Not bad. Just not good either.",-1,0,0
8290,Sam & Max 204: Chariots of the Dogs, Short version:,1,0,1
22000,World of Goo,illegal immigrants should be kicked out of the us like if u agree,1,0,1
342360,Train of Afterlife,Ooooh! Spoooooooooky! Mysterious!   On Vino's Official Trying Really Hard Anime Scaleâ„¢ I rate this game:  ... out of .......,-1,1,1
378120,Football Manager 2016,"Dear FM 16,  Please make a game that wont corrupt my youtube save file next time. Thanks.",-1,1,1
473800,,"Oh, and you thought touhou was bad?",1,1,1
418050,FALL,"Erm, can't even startup, dev wasn't even on steam for 170 days at one point. Oy-[CENSORED]in'-vey",1,0,1
459440,,"Cons: No Manual  No service pack even though Feel There purchasers have had it for 3 weeks  No future business from me, Dovetail!  Pros: LOL",-1,1,1
10,Counter-Strike,Game full of cheaters nice valve.,-1,0,1
10,Counter-Strike,"Eh, its alright",-1,0,0
10,Counter-Strike,"Eh, its alright",-1,0,0
10,Counter-Strike,full of russians,-1,1,0
10,Counter-Strike,"Best Game, I dont recommend it though, very high skill cap. tried to go pro, ended up becoming an alcoholic. sad story. RIP.",-1,1,1
10,Counter-Strike,"Yet another great game ruined by its community. 4/5 people got this non-steam. Almost every server is not English. 3/4 servers have some mods, which make the game unplayable if you have a low lvl on some class, because how much â™¥â™¥â™¥â™¥â™¥â™¥â™¥â™¥s think theyre cool because they bought a premium class and camp in a corner.  Oh and did i mention the servers without mods have no players, or use mods without telling it.",-1,0,0
10,Counter-Strike,"Was it good then? Probably. Is it good now? Hell no.  It might just be me, but I really don't find the appeal behind this game in 2016 - whatever year it is now. Global Offensive and Source are the series' best for me.  Don't get me wrong, I love games from this era like Quake, HL1 and I still enjoy those more than newer entries, but I just can't see why you would buy this when CS:GO is miles better for a tiny increase in price. In this case, its a matter of whether the game holds up against it newer entries or (by itself) and I just don't feel that this fulfills those properties.",-1,0,1
10,Counter-Strike,My Love Its Cs 1.6,-1,0,0
10,Counter-Strike,"my game is so broken, and so stupidly made (i cannot do anything in) all time reconekt and spit out!!! May i cnow the reason for it?",-1,1,0
10,Counter-Strike,Autism at its finest.,-1,0,1
10,Counter-Strike,Shoots at guy 1 health I die  CS Unistalled  Installs Farming simulator Lives life as a farmer The End,-1,1,1
10,Counter-Strike,Looks like the rest of my life is gonna be waiting for server to fill up.... Screw that #### i'm out.,-1,1,1
10,Counter-Strike,From this game i remember the good memories . I don't like good memories ,-1,1,1
10,Counter-Strike,"IT STOOPID, GET GO, 0/420",-1,1,1
10,Counter-Strike,"16 years after it's release people are still palying it, which, in my opinion, says a lot! People are dumb as [CENSORED]...",-1,1,1
10,Counter-Strike,"-Do you like empty servers? -Do you like a long list of empty servers? -Do you like servers with nothing but junk map after junk map and none of the originals? -Do you like boring themed gun play? -Do you like a chaos fest of 32 players on a small map? -Do you like to waste your money?   This game is for you! Once a great game, but no one plays it anymore. Which is a shame, CS:GO is trash.",-1,1,1
10,Counter-Strike,"This game is so bad that if you play it it will suck your will to live.  Yes, like in Waynes world.  Yes, it will suck.",-1,0,1
10,Counter-Strike,"When you play Counter Strike, the terrorists win.",-1,1,1
10,Counter-Strike,"AFTER I BOUGHT OFFICIAL CS 1.6 ON STEAM, I WAS KICKED FROM 7 OF 10 SERVERS BECAUSE OF 'FAKE CS CLIENT'. HAIL GABE. ",-1,1,1
10,Counter-Strike,This is great if you like [CENSORED] things like bloated adminmods and wanna be CAL-i rejects,-1,1,1
10,Counter-Strike,i dont really like this because it can give you the WUMBAAA virus it is a bit of a classic though,-1,1,1
10,Counter-Strike,It's so boring it'll put you to sleep! A must have gay game!.....NOT! Do you love spawning every 5 seconds and then dieing instantly? Then this game's for you! Do you love hackers? Then this game's for you! Do you love outdated graphics? Then this game's for you! ZZZzzz....,-1,1,1
10,Counter-Strike,wasted too much of my life on this one,-1,0,1
10,Counter-Strike,"The servers are dead,Vac anti cheat is dead so mexicans and hackers rule the semi-alive servers. Vote trump to make counter strike great again.Also God is dead. All gold source games removing Sven coop and half life are dead",-1,1,1
10,Counter-Strike,I payed money for this?,-1,1,1
10,Counter-Strike,got called a suka [CENSORED] idi nahui and was told to go kill myself. gr8 community.,-1,1,1
10,Counter-Strike,If u are bored and dont know what to do with your life play this.  Good MP.. Alot of Cheaters.. And can be downloaded for free.  Overall 3/10,-1,1,1
10,Counter-Strike,"Bad effects , it's like mario .",-1,1,1
10090,Call of Duty: World at War,"I can recommend it if you get it on sale, which is generally how I feel about most of the Call of Duty games. The single player is incredibly short, though the graphics are solid and the story is fairly passable for a First Person Shooter. The requisite Flying Turret Shooter level is in here as well. One of the few PC games that gets into the Pacific Theater of WWII.  For as old as it is, the MP community is still fairly active, though predominately Zombies mode, which originated here. I do not care for first person shooter multiplayer, so I really can't commentate on it or compare it to other shooters, though it does seem to be competent.",1,0,0
10090,Call of Duty: World at War,"amazing, especially with custom zombies. it adds alot more playability to the game.",1,0,0
10090,Call of Duty: World at War,FREE zombies. That is all!,1,0,0
10090,Call of Duty: World at War,Nothing beats this game when it comes to zombies   10/10 - would zombie again,1,0,0
10090,Call of Duty: World at War,its nice not bad so i recommend it :D,1,0,0
10090,Call of Duty: World at War,Zombies is so much fun to play. Thats all i got this game for.,1,0,0
10090,Call of Duty: World at War,The best CoD...Aside from the first one anyways. WW2 is the best time period for this series and I wish they would go back to it.,1,0,0
